Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Volume_MA20,Price_MA50,Volatility_20
2024-07-01 00:00:00-04:00,114.07897440496174,114.23244437279271,111.62339637406797,111.93034362792969,786800,0.0,0.0,,,,
2024-07-02 00:00:00-04:00,112.52506648818688,113.03344726663886,111.93036021220192,112.7840576171875,1018500,0.0,0.0,0.00762718992533129,,,
2024-07-03 00:00:00-04:00,113.0430326151347,115.27799635201653,113.0430326151347,114.23245239257812,509000,0.0,0.0,0.012842194242618676,,,
2024-07-05 00:00:00-04:00,114.52020991130223,114.78878784198247,113.08139329562975,113.11016845703125,517700,0.0,0.0,-0.009824563090792826,,,
2024-07-08 00:00:00-04:00,111.71931170505977,112.9087313530734,111.35480682391078,111.93992614746094,1166700,0.0,0.0,-0.010346039843578403,,,
2024-07-09 00:00:00-04:00,111.73849814475813,111.94952575607398,110.5970419207676,110.85602569580078,2291200,0.0,0.0,-0.009682876244105354,,,
2024-07-10 00:00:00-04:00,111.86321060196717,113.76244464282031,111.51789399123012,113.72407531738281,1056600,0.0,0.0,0.025871842361119946,,,
2024-07-11 00:00:00-04:00,114.17490851075794,114.85594758782872,113.33080528527601,114.53941345214844,1072100,0.0,0.0,0.007169441760596085,,,
2024-07-12 00:00:00-04:00,114.9134935649938,116.12209429091084,114.70246595050669,115.31636047363281,836900,0.0,0.0,0.006783228567945887,,,
2024-07-15 00:00:00-04:00,115.81515420037441,116.82232885253403,115.44106243087522,116.62089538574219,1023300,0.0,0.0,0.01131266115884455,,,
2024-07-16 00:00:00-04:00,116.53456096738816,118.90381368699323,115.85352192671711,118.60646057128906,1329200,0.0,0.0,0.017025809817179827,,,
2024-07-17 00:00:00-04:00,118.29951152498793,118.46257566224402,117.03335311428144,118.0213394165039,845100,0.0,0.0,-0.00493329918089469,,,
2024-07-18 00:00:00-04:00,117.04294520362191,118.33788615383797,115.79597505798495,116.1700668334961,750900,0.0,0.0,-0.0156859140233494,,,
