Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Return,Volume_MA20,Price_MA50,Volatility_20
2024-07-01 00:00:00-04:00,23.53509315853617,23.667248819497168,22.981212221362554,23.010364532470703,976600,0.0,0.0,,,,
2024-07-02 00:00:00-04:00,23.000643636282817,23.340746467748826,22.893753698373445,23.165836334228516,802800,0.0,0.0,0.006756598816086701,,,
2024-07-03 00:00:00-04:00,23.1658419751811,23.491367805846057,23.088104325066197,23.3504695892334,551600,0.0,0.0,0.007970066452212654,,,
2024-07-05 00:00:00-04:00,23.31159975970518,23.31159975970518,22.913194072518888,23.088104248046875,904400,0.0,0.0,-0.011235977083197346,,,
2024-07-08 00:00:00-04:00,23.097817687314897,23.160978242667753,22.364167006237277,22.786867141723633,852700,0.0,0.0,-0.013047286303236705,,,
2024-07-09 00:00:00-04:00,22.57309178319774,22.65082943520166,22.0289282191703,22.242706298828125,791400,0.0,0.0,-0.02388045884109835,,,
2024-07-10 00:00:00-04:00,22.39818109122957,22.718849130097706,22.339878316911307,22.679981231689453,563900,0.0,0.0,0.019659250407148887,,,
2024-07-11 00:00:00-04:00,22.922911586895566,23.403912717790323,22.670263760669204,23.3504695892334,427500,0.0,0.0,0.02956300319186811,,,
2024-07-12 00:00:00-04:00,23.467074713833057,23.729439973261364,23.360186605238066,23.603116989135742,589100,0.0,0.0,0.010819799530662921,,,
2024-07-15 00:00:00-04:00,23.739154815673828,24.166712763544993,23.56424466184419,23.739154815673828,637400,0.0,0.0,0.005763553457820869,,,
2024-07-16 00:00:00-04:00,23.846046994508143,24.613706031665092,23.846046994508143,24.565120697021484,590800,0.0,0.0,0.03479339882826449,,,
2024-07-17 00:00:00-04:00,24.37077545750547,24.64771594027392,24.263885498046875,24.263885498046875,736600,0.0,0.0,-0.012262720085520873,,,
2024-07-18 00:00:00-04:00,24.16671698707534,24.225019764070737,23.408773472487685,23.447641372680664,724700,0.0,0.0,-0.03364028920396589,,,
2024-07-19 00:00:00-04:00,23.408769159967907,23.87519499682675,23.146403931705485,23.846044540405273,773300,0.0,0.0,0.016991183095660833,,,
2024-07-22 00:00:00-04:00,23.311598232491168,24.05982422171486,23.311598232491168,23.95293426513672,570500,0.0,0.0,0.004482492874251287,,,
2024-07-23 00:00:00-04:00,23.836328341756037,24.215299122209604,23.55452822563607,23.758590698242188,578600,0.0,0.0,-0.008113559898062062,,,
2024-07-24 00:00:00-04:00,25.26475768897057,25.64372846121342,24.09869120811499,24.195863723754883,2976500,0.0,0.0,0.018404838530470924,,,
2024-07-25 00:00:00-04:00,24.351339466005868,25.7506188987019,24.29303669688859,25.28419303894043,1897000,0.0,0.0,0.044979973751342106,,,
