Price,Close,High,Low,Open,Volume
Ticker,ULH,ULH,ULH,ULH,ULH
Date,,,,,
2024-07-01,39.02541732788086,39.39185051173998,38.55290634649383,39.198992490142956,53600
2024-07-02,39.825782775878906,40.15364651609371,38.842191555234514,38.842191555234514,40400
2024-07-03,39.2568473815918,40.26936668218288,39.24720595218064,40.00900762424218,35300
2024-07-05,37.974327087402344,39.073634058650754,37.8200384542189,39.073634058650754,34100
2024-07-08,37.61752700805664,39.015769643495794,37.39573735503992,38.090037958244075,20700
2024-07-09,36.52786636352539,37.337882531790456,36.392864281903016,37.337882531790456,20500
2024-07-10,36.72072219848633,36.78822322852889,36.10356414326392,36.10356414326392,14500
2024-07-11,38.82291030883789,38.89041503026762,36.89430067508769,37.79110444906401,54300
2024-07-12,39.661861419677734,40.20186980741204,39.04470687453495,39.517214213802475,33600
2024-07-15,41.24331283569336,41.58081801235209,39.864356807863906,40.24043505572093,51000
2024-07-16,43.345497131347656,43.519072272153245,41.725464936182505,41.783324542627874,38900
2024-07-17,43.17192459106445,43.615503898273694,42.45833744937637,43.26835359575142,41000
2024-07-18,41.841182708740234,43.0272771153388,41.39760340452237,43.01763568634741,21900
2024-07-19,41.93761444091797,42.41976680723626,41.10831178228562,41.90868279753805,33500
2024-07-22,42.82477569580078,42.92120470365649,41.146883737983096,41.52296569709441,36600
2024-07-23,42.91156005859375,43.663716563389876,41.95689676682664,41.95689676682664,49600
2024-07-24,42.63191223144531,43.576930447610565,42.38119461431196,43.35514079592664,24200
2024-07-25,43.43229293823242,44.5508864585922,43.07549748195255,43.07549748195255,41900
2024-07-26,41.54225158691406,45.55375931480236,40.74187685576867,45.55375931480236,42100
2024-07-29,40.24043655395508,41.36867501806333,39.83543032688539,41.36867501806333,28800
2024-07-30,40.32722091674805,40.96366185041219,39.72935305264667,40.770800181128735,23200
2024-07-31,41.49403762817383,41.74475895585705,39.729361618311785,39.75828958745555,39900
2024-08-01,39.72935485839844,41.812252888563414,39.28577557385648,41.52296221075478,35600
2024-08-02,37.02930450439453,37.974322734125074,36.97144489413442,37.88753515800029,30800
2024-08-05,36.72072219848633,37.49216516935154,34.70532536792771,35.03318909036171,62900
2024-08-06,37.771812438964844,38.06110678493949,36.70143733727423,36.70143733727423,24200
2024-08-07,37.09680938720703,38.17682980757668,36.9328756470843,38.17682980757668,24400
2024-08-08,37.91645812988281,38.59147211322151,37.53073480268062,37.80074260313426,18400
2024-08-09,37.742889404296875,37.839322091724206,37.08716184391461,37.839322091724206,19000
2024-08-12,37.550025939941406,37.73324619816102,37.135374599854856,37.61752697869682,26100
2024-08-13,37.92611312866211,38.33111941718645,37.18359792116959,37.5500311312065,48400
2024-08-14,37.164306640625,37.61752738017259,37.010018024890144,37.51145694566112,22200
2024-08-15,37.98395919799805,38.572185617225585,37.24144418344282,38.38896905981466,48500
2024-08-16,37.93574905395508,38.93862687790784,37.82967494277325,37.93574905395508,30500
2024-08-19,39.411136627197266,39.76793205609576,37.91646490465441,37.91646490465441,20100
2024-08-20,38.09967803955078,39.681140877410456,38.051463539040626,39.58470819785954,26100
2024-08-21,38.253971099853516,38.7168406585001,37.77181868158343,38.7168406585001,16300
2024-08-22,38.04182434082031,38.56254980533467,37.4343112988869,38.56254980533467,22200
2024-08-23,40.53937911987305,40.54902055037661,37.52110373493923,38.21540444419718,32800
2024-08-26,39.989715576171875,41.224024368436275,39.989715576171875,41.224024368436275,22000
2024-08-27,39.401493072509766,40.01864753019362,39.295418960370846,39.632924154875845,17100
2024-08-28,40.153648376464844,40.17293491249228,39.31470429118983,39.31470429118983,20600
2024-08-29,40.40437316894531,40.66473223155966,39.70042741777606,40.19222493278302,17000
2024-08-30,40.863563537597656,41.05690973573907,39.432807571786405,40.41886986331281,35600
2024-09-03,40.389862060546875,41.27925302034667,39.655150996165894,40.563873255121365,54700
2024-09-04,40.138519287109375,41.4726040385082,39.91617244317159,40.47687237836859,33500
2024-09-05,39.89683532714844,41.569273080651314,39.5488129159646,40.11918215923325,59200
2024-09-06,38.73676681518555,39.45214671735502,38.47574997335773,39.45214671735502,12700
2024-09-09,38.24374008178711,39.06545695705876,38.13739946992951,38.76577011343941,27000
2024-09-10,38.88177490234375,38.89144055315072,37.924713210479,38.05038879760253,13300
2024-09-11,38.77543640136719,38.92044329794583,37.6056971385467,37.84737898728345,18200
2024-09-12,39.54881286621094,39.829164662397666,38.8527680447189,38.8527680447189,15300
2024-09-13,40.98924255371094,41.15358443884821,39.84850394565259,40.29319765719471,17600
2024-09-16,41.2985954284668,41.48227230562512,40.91190299597603,41.41460168310509,16400
2024-09-17,41.36626052856445,41.95596474988943,41.037573111158984,41.685278608173725,25100
2024-09-18,41.830291748046875,43.000030924910675,41.714285501754055,41.84962673705769,15700
2024-09-19,43.58973693847656,43.65740755885437,42.381327734912425,42.884026406127774,15000
2024-09-20,42.835693359375,43.22238211517713,42.30399032751684,43.16438083008166,62700
2024-09-23,42.41032791137695,43.203044045214114,42.05263982361438,43.203044045214114,15000
2024-09-24,40.96990966796875,42.110648334622525,40.9022390426395,42.110648334622525,34400
2024-09-25,41.52094650268555,41.81096401261736,40.515549026334035,41.114919038562824,43000
2024-09-26,40.76688766479492,42.32331917706347,40.544540832723975,41.772284921980706,26300
2024-09-27,41.37592697143555,41.6562787685477,40.5638759062716,41.6562787685477,38000
2024-09-30,41.67561721801758,42.052640299625835,40.544544285420564,40.544544285420564,138000
2024-10-01,41.46293258666992,42.17831239886215,41.0762438860506,41.82062064888007,53100
2024-10-02,40.32219696044922,41.6756167281431,40.302861970879626,40.989241193397454,34600
2024-10-03,41.81095886230469,42.0139707254725,39.97417537937199,40.43820776343023,66000
2024-10-04,44.10210037231445,44.324447218758664,41.994634468729295,41.994634468729295,52700
2024-10-07,43.71541213989258,45.17516882221103,43.69607715027464,44.131105197247756,155800
2024-10-08,42.864688873291016,43.67673995742019,42.81635324557052,43.357718176475295,30600
2024-10-09,42.42000198364258,43.145047578749676,42.390997652152926,42.7680244593376,22200
2024-10-10,41.56927490234375,41.88829668916675,41.211586825295115,41.88829668916675,19300
2024-10-11,43.1837043762207,43.212708701330875,41.84962342985013,41.84962342985013,14400
2024-10-14,43.261043548583984,43.63806657829353,43.20303858717801,43.61873159115821,20300
2024-10-15,42.95169448852539,43.89908680560638,42.75834828982535,42.75834828982535,24900
2024-10-16,43.9764289855957,44.54679827234941,43.56073592807493,43.60907155825293,24100
2024-10-17,44.121429443359375,44.131098780648536,43.42538466940632,44.08275946974606,31300
2024-10-18,42.25564956665039,44.34378039547687,42.0043020902665,44.34378039547687,26200
2024-10-21,41.10524368286133,42.574669565781996,40.99890309384239,42.574669565781996,24600
2024-10-22,41.64661407470703,41.656279725138546,41.047240490336684,41.240586688915116,16700
2024-10-23,40.96023178100586,41.74328216640404,40.3318612929649,41.511266008139934,20100
2024-10-24,41.97529983520508,42.284655980459114,40.80556062486607,41.22125368106459,54900
2024-10-25,37.39301681518555,38.20506799364106,35.02453390404261,35.94292568849874,75400
2024-10-28,38.301734924316406,38.301734924316406,36.86131330002477,36.86131330002477,67500
2024-10-29,39.761497497558594,40.23519184057151,38.301737113365945,38.301737113365945,55500
2024-10-30,39.674495697021484,40.157859425237326,39.394143849590876,39.674495697021484,42900
2024-10-31,40.6412239074707,40.95057640424646,39.32647395228742,39.89684330967509,64400
2024-11-01,41.269588470458984,41.54027463107108,40.428536724297544,41.2309221798905,59700
2024-11-04,42.11064147949219,42.71001135816891,41.346926046217646,41.4242623106734,49400
2024-11-05,44.140769958496094,44.27611119532161,42.21698093966624,42.21698093966624,38300
2024-11-06,50.54050064086914,51.51689725152954,47.920670616699674,47.920670616699674,83200
2024-11-07,49.2547607421875,50.627511851479355,49.21609076192715,50.414834335592005,71300
2024-11-08,50.076473236083984,50.50183560684494,49.21608653198584,49.53510831005656,45200
2024-11-11,50.34716033935547,50.985200219795594,50.028138555249384,50.75318404155735,37900
2024-11-12,50.076473236083984,50.811188046795465,49.69945018038003,50.327824398401276,71700
2024-11-13,48.58771896362305,50.26016066119471,48.58771896362305,50.26016066119471,48300
2024-11-14,47.39863967895508,49.22575373756725,47.13762285804304,49.22575373756725,54100
2024-11-15,47.243961334228516,48.172022329530485,47.137620742950126,47.80466492905204,67100
2024-11-18,47.0602912902832,47.69833124254372,46.51892260530331,47.69833124254372,43000
2024-11-19,45.94854736328125,47.89167130034962,45.61985993395373,47.89167130034962,30400
2024-11-20,46.19989776611328,46.48991521362511,45.45551731524403,46.431910249013974,37600
2024-11-21,47.504981994628906,47.940010045229805,46.634929581199344,46.66393022198199,39600
2024-11-22,48.732723236083984,49.158081922149655,47.70799096647832,47.70799096647832,23300
2024-11-25,49.74778747558594,50.95619663708641,49.31275943989135,49.31275943989135,51200
