Price,Close,High,Low,Open,Volume
Ticker,HUBG,HUBG,HUBG,HUBG,HUBG
Date,,,,,
2024-07-01,41.79009246826172,42.65787492884157,41.458579691464436,42.170356358226236,443500
2024-07-02,41.653587341308594,42.160607094727574,41.50733028416931,42.014350037588294,366800
2024-07-03,42.0630989074707,42.37511047455898,41.487826883250825,41.87784320184681,258000
2024-07-05,41.39031982421875,41.82908720147325,41.09780947920603,41.74133372602235,348800
2024-07-08,40.980804443359375,41.575577616073836,40.78580001644469,41.409823109302145,329700
2024-07-09,40.239784240722656,40.932059735110634,40.15203074710505,40.57129702555898,417000
2024-07-10,40.85405349731445,40.93205452645348,40.347033789761845,40.4347872722127,366900
2024-07-11,42.365360260009766,42.60911952074691,41.136811502990724,41.59508010340732,389500
2024-07-12,43.359893798828125,43.80840989738417,42.39460559418114,42.667614746437735,494000
2024-07-15,43.4671516418457,44.19842939851629,43.14538764356456,43.554901401954005,453900
2024-07-16,45.69023132324219,45.71948124103212,43.46714830390967,43.77915982523807,589500
2024-07-17,44.84195327758789,46.12900182034653,44.75419979878749,45.202715926224684,703400
2024-07-18,43.80841064453125,44.83219870242481,40.95155207150881,43.847413015367586,460800
2024-07-19,43.58415985107422,43.925421354057754,42.852882013705425,43.90592016539134,450200
2024-07-22,43.954673767089844,44.10092709878908,43.23314468450449,43.64265847662792,343800
2024-07-23,43.70115661621094,44.08142043868529,43.408646269651506,43.70115661621094,352300
2024-07-24,43.28189468383789,44.34468523257301,43.25264476214328,43.73041084068763,375600
2024-07-25,44.66645050048828,45.19296770309847,43.642658578839345,43.65241103265826,499800
2024-07-26,44.74444580078125,45.43672115437293,44.08142036595599,45.23196428406624,232400
2024-07-29,44.7054443359375,45.44647452846023,44.36418287850659,44.96870476858603,265300
2024-07-30,45.134464263916016,45.52447683777449,44.68594813021681,44.997959677092,350600
2024-07-31,45.602481842041016,46.363009526915036,44.46168659525893,45.28071784030444,382900
2024-08-01,45.04671096801758,47.18204069807359,44.44218905840981,45.96324442577588,620600
2024-08-02,41.468326568603516,44.93945997489396,37.119662006200194,38.49446416496793,877000
2024-08-05,41.351322174072266,41.74133849159763,38.04594708716773,39.401248025387936,533500
2024-08-06,41.8193359375,42.76512300874345,41.21481404469629,41.35131862828381,665800
